datetime,BPM,label
2018-03-01 22:08:18,0,0
2018-03-01 22:08:19,138,0
2018-03-01 22:08:20,133,0
2018-03-01 22:08:21,109,0
2018-03-01 22:08:22,101,0
2018-03-01 22:08:23,101,0
2018-03-01 22:08:24,80,0
2018-03-01 22:08:25,72,0
2018-03-01 22:08:26,67,0
2018-03-01 22:08:27,65,0
2018-03-01 22:08:28,63,0
2018-03-01 22:08:29,73,0
2018-03-01 22:08:30,75,0
2018-03-01 22:08:31,101,0
2018-03-01 22:08:32,114,0
2018-03-01 22:08:33,113,0
2018-03-01 22:08:34,103,0
2018-03-01 22:08:35,99,0
2018-03-01 22:08:36,103,0
2018-03-01 22:08:37,103,0
2018-03-01 22:08:38,92,0
2018-03-01 22:08:39,84,0
2018-03-01 22:08:40,85,0
2018-03-01 22:08:41,82,0
2018-03-01 22:08:42,81,0
2018-03-01 22:08:43,77,1
2018-03-01 22:08:44,89,1
2018-03-01 22:08:45,100,1
2018-03-01 22:08:46,91,1
2018-03-01 22:08:47,83,1
2018-03-01 22:08:48,92,1
2018-03-01 22:08:49,99,1
2018-03-01 22:08:50,99,1
2018-03-01 22:08:51,99,1
2018-03-01 22:08:52,0,1
2018-03-01 22:08:53,107,1
2018-03-01 22:08:54,109,1
2018-03-01 22:08:55,109,1
2018-03-01 22:08:56,122,1
2018-03-01 22:08:57,139,1
2018-03-01 22:08:58,125,1
2018-03-01 22:08:59,109,1
2018-03-01 22:09:00,109,1
2018-03-01 22:09:01,109,1
2018-03-01 22:09:02,111,1
2018-03-01 22:09:03,163,1
2018-03-01 22:09:04,147,1
2018-03-01 22:09:05,146,1
2018-03-01 22:09:06,131,1
2018-03-01 22:09:07,111,1
2018-03-01 22:09:08,111,1
2018-03-01 22:09:09,111,1
2018-03-01 22:09:10,0,1
