datetime,BPM,label
2018-03-05 16:50:26,0,0
2018-03-05 16:50:27,121,0
2018-03-05 16:50:28,140,0
2018-03-05 16:50:29,145,0
2018-03-05 16:50:30,120,0
2018-03-05 16:50:31,112,0
2018-03-05 16:50:32,112,0
2018-03-05 16:50:33,0,0
2018-03-05 16:50:34,0,0
2018-03-05 16:50:35,0,0
2018-03-05 16:50:36,0,0
2018-03-05 16:50:37,0,0
2018-03-05 16:50:38,65,0
2018-03-05 16:50:39,65,0
2018-03-05 16:50:40,65,0
2018-03-05 16:50:41,0,0
2018-03-05 16:50:42,0,0
2018-03-05 16:50:43,0,0
2018-03-05 16:50:44,0,0
2018-03-05 16:50:45,24,0
2018-03-05 16:50:46,25,0
2018-03-05 16:50:47,27,0
2018-03-05 16:50:48,32,0
2018-03-05 16:50:49,35,0
2018-03-05 16:50:50,46,0
2018-03-05 16:50:51,65,0
2018-03-05 16:50:52,95,0
2018-03-05 16:50:53,108,0
2018-03-05 16:50:54,110,0
2018-03-05 16:50:55,106,0
2018-03-05 16:50:56,102,0
2018-03-05 16:50:57,102,0
2018-03-05 16:50:58,109,0
2018-03-05 16:50:59,133,0
2018-03-05 16:51:00,142,0
2018-03-05 16:51:01,140,0
2018-03-05 16:51:02,140,0
2018-03-05 16:51:03,111,0
2018-03-05 16:51:04,94,0
2018-03-05 16:51:05,83,0
2018-03-05 16:51:06,80,0
2018-03-05 16:51:07,79,0
2018-03-05 16:51:08,100,0
2018-03-05 16:51:09,163,0
2018-03-05 16:51:10,170,0
2018-03-05 16:51:11,124,0
2018-03-05 16:51:12,106,0
2018-03-05 16:51:13,106,0
2018-03-05 16:51:14,106,0
2018-03-05 16:51:15,0,0
2018-03-05 16:51:16,0,0
2018-03-05 16:51:17,101,0
2018-03-05 16:51:18,107,0
2018-03-05 16:51:19,112,0
2018-03-05 16:51:20,107,0
2018-03-05 16:51:21,104,0
2018-03-05 16:51:22,107,0
2018-03-05 16:51:23,90,1
2018-03-05 16:51:24,83,1
2018-03-05 16:51:25,83,1
2018-03-05 16:51:26,66,1
2018-03-05 16:51:27,66,1
2018-03-05 16:51:28,60,1
2018-03-05 16:51:29,56,1
2018-03-05 16:51:30,53,1
2018-03-05 16:51:31,53,1
2018-03-05 16:51:32,55,1
2018-03-05 16:51:33,84,1
2018-03-05 16:51:34,111,1
2018-03-05 16:51:35,140,1
2018-03-05 16:51:36,144,1
2018-03-05 16:51:37,140,1
2018-03-05 16:51:38,140,1
2018-03-05 16:51:39,140,1
2018-03-05 16:51:40,0,1
2018-03-05 16:51:41,0,1
2018-03-05 16:51:42,0,1
2018-03-05 16:51:43,156,1
2018-03-05 16:51:44,156,1
2018-03-05 16:51:45,150,1
2018-03-05 16:51:46,117,1
2018-03-05 16:51:47,106,1
2018-03-05 16:51:48,106,1
2018-03-05 16:51:49,82,1
2018-03-05 16:51:50,82,1
2018-03-05 16:51:51,74,1
